window1	window2	w_drift	avgFaceTEMP
scale = 1
0.000000	0.300000	0.325000	78.471672058105469
0.000000	0.400000	0.350000	77.754112243652344
0.000000	0.500000	0.375000	80.213104248046875
0.000000	0.600000	0.400000	78.658897399902344
0.000000	0.700000	0.425000	78.672515869140625
0.000000	0.800000	0.450000	77.858100891113281
0.000000	0.900000	0.475000	81.077964782714844
0.000000	1.000000	0.500000	79.155708312988281
0.100000	0.000000	0.275000	78.677421569824219
0.100000	0.100000	0.300000	78.505699157714844
0.100000	0.200000	0.325000	78.484603881835938
0.100000	0.300000	0.350000	77.270515441894531
0.100000	0.400000	0.375000	80.129020690917969
0.100000	0.500000	0.400000	78.655464172363281
0.100000	0.600000	0.425000	78.611145019531250
0.100000	0.700000	0.450000	77.614356994628906
0.100000	0.800000	0.475000	80.638740539550781
0.100000	0.900000	0.500000	79.157333374023438
0.100000	1.000000	0.525000	78.811058044433594
0.200000	0.000000	0.300000	78.492408752441406
0.200000	0.100000	0.325000	78.481559753417969
0.200000	0.200000	0.350000	76.838279724121094
0.200000	0.300000	0.375000	80.100212097167969
0.200000	0.400000	0.400000	78.646949768066406
0.200000	0.500000	0.425000	78.619277954101562
0.200000	0.600000	0.450000	77.568763732910156
0.200000	0.700000	0.475000	80.045082092285156
0.200000	0.800000	0.500000	79.149261474609375
0.200000	0.900000	0.525000	78.783599853515625
0.200000	1.000000	0.550000	78.940925598144531
0.300000	0.000000	0.325000	78.401588439941406
0.300000	0.100000	0.350000	76.125938415527344
0.300000	0.200000	0.375000	80.043121337890625
0.300000	0.300000	0.400000	78.652992248535156
0.300000	0.400000	0.425000	78.609573364257812
0.300000	0.500000	0.450000	77.403038024902344
0.300000	0.600000	0.475000	79.713264465332031
0.300000	0.700000	0.500000	79.163246154785156
0.300000	0.800000	0.525000	78.787254333496094
0.300000	0.900000	0.550000	78.880653381347656
0.300000	1.000000	0.575000	76.390769958496094
0.400000	0.000000	0.350000	75.757865905761719
0.400000	0.100000	0.375000	79.979896545410156
0.400000	0.200000	0.400000	78.643646240234375
0.400000	0.300000	0.425000	78.569068908691406
0.400000	0.400000	0.450000	77.337478637695312
0.400000	0.500000	0.475000	79.339942932128906
0.400000	0.600000	0.500000	79.125709533691406
0.400000	0.700000	0.525000	78.812049865722656
0.400000	0.800000	0.550000	78.886940002441406
0.400000	0.900000	0.575000	76.091178894042969
0.400000	1.000000	0.600000	80.968101501464844
0.500000	0.000000	0.375000	79.991203308105469
0.500000	0.100000	0.400000	78.658027648925781
0.500000	0.200000	0.425000	78.538642883300781
0.500000	0.300000	0.450000	77.327003479003906
0.500000	0.400000	0.475000	78.853507995605469
0.500000	0.500000	0.500000	79.141532897949219
0.500000	0.600000	0.525000	78.798851013183594
0.500000	0.700000	0.550000	78.841773986816406
0.500000	0.800000	0.575000	75.960594177246094
0.500000	0.900000	0.600000	80.753219604492188
0.500000	1.000000	0.625000	79.104148864746094
0.600000	0.000000	0.400000	78.653007507324219
0.600000	0.100000	0.425000	78.536033630371094
0.600000	0.200000	0.450000	77.009208679199219
0.600000	0.300000	0.475000	78.475944519042969
0.600000	0.400000	0.500000	79.147331237792969
0.600000	0.500000	0.525000	78.804847717285156
0.600000	0.600000	0.550000	78.841232299804688
0.600000	0.700000	0.575000	75.678901672363281
0.600000	0.800000	0.600000	80.611213684082031
0.600000	0.900000	0.625000	79.108329772949219
0.600000	1.000000	0.650000	78.894020080566406
0.700000	0.000000	0.425000	78.661590576171875
0.700000	0.100000	0.450000	76.975830078125000
0.700000	0.200000	0.475000	78.111793518066406
0.700000	0.300000	0.500000	79.123756408691406
0.700000	0.400000	0.525000	78.750907897949219
0.700000	0.500000	0.550000	78.851303100585938
0.700000	0.600000	0.575000	75.311805725097656
0.700000	0.700000	0.600000	80.108787536621094
0.700000	0.800000	0.625000	79.105705261230469
0.700000	0.900000	0.650000	78.954185485839844
0.700000	1.000000	0.675000	79.154571533203125
0.800000	0.000000	0.450000	76.785102844238281
0.800000	0.100000	0.475000	77.532546997070312
0.800000	0.200000	0.500000	79.119117736816406
0.800000	0.300000	0.525000	78.770195007324219
0.800000	0.400000	0.550000	78.827888488769531
0.800000	0.500000	0.575000	75.009803771972656
0.800000	0.600000	0.600000	79.871818542480469
0.800000	0.700000	0.625000	79.098991394042969
0.800000	0.800000	0.650000	78.916107177734375
0.800000	0.900000	0.675000	79.128120422363281
0.800000	1.000000	0.700000	74.826400756835938
0.900000	0.000000	0.475000	77.311225891113281
0.900000	0.100000	0.500000	79.118659973144531
0.900000	0.200000	0.525000	78.779586791992188
0.900000	0.300000	0.550000	78.782531738281250
0.900000	0.400000	0.575000	74.740249633789062
0.900000	0.500000	0.600000	79.773269653320312
0.900000	0.600000	0.625000	79.099769592285156
0.900000	0.700000	0.650000	79.019744873046875
0.900000	0.800000	0.675000	79.141654968261719
0.900000	0.900000	0.700000	74.098793029785156
0.900000	1.000000	0.725000	80.467872619628906
1.000000	0.000000	0.500000	79.113258361816406
1.000000	0.100000	0.525000	78.800056457519531
1.000000	0.200000	0.550000	78.736503601074219
1.000000	0.300000	0.575000	74.292961120605469
1.000000	0.400000	0.600000	79.567520141601562
1.000000	0.500000	0.625000	79.095016479492188
1.000000	0.600000	0.650000	78.991355895996094
1.000000	0.700000	0.675000	79.105957031250000
1.000000	0.800000	0.700000	74.030509948730469
1.000000	0.900000	0.725000	80.272880554199219
1.000000	1.000000	0.750000	79.330810546875000
scale = 3
0.000000	0.000000	0.250000	80.066406250000000
0.000000	0.100000	0.275000	78.306213378906250
0.000000	0.200000	0.300000	78.116142272949219
0.000000	0.300000	0.325000	80.293762207031250
0.000000	0.400000	0.350000	78.370437622070312
0.000000	0.500000	0.375000	78.158378601074219
0.000000	0.600000	0.400000	80.344909667968750
0.000000	0.700000	0.425000	78.456367492675781
0.000000	0.800000	0.450000	78.272132873535156
0.000000	0.900000	0.475000	79.911392211914062
0.000000	1.000000	0.500000	78.616859436035156
0.100000	0.000000	0.275000	78.286315917968750
0.100000	0.100000	0.300000	78.000183105468750
0.100000	0.200000	0.325000	80.038536071777344
0.100000	0.300000	0.350000	78.373161315917969
0.100000	0.400000	0.375000	78.085258483886719
0.100000	0.500000	0.400000	79.993286132812500
0.100000	0.600000	0.425000	78.449226379394531
0.100000	0.700000	0.450000	78.311546325683594
0.100000	0.800000	0.475000	79.571815490722656
0.100000	0.900000	0.500000	78.616867065429688
0.100000	1.000000	0.525000	78.421791076660156
0.200000	0.000000	0.300000	77.974906921386719
0.200000	0.100000	0.325000	79.756118774414062
0.200000	0.200000	0.350000	78.369697570800781
0.200000	0.300000	0.375000	78.090446472167969
0.200000	0.400000	0.400000	79.776145935058594
0.200000	0.500000	0.425000	78.458084106445312
0.200000	0.600000	0.450000	78.231880187988281
0.200000	0.700000	0.475000	79.273132324218750
0.200000	0.800000	0.500000	78.617248535156250
0.200000	0.900000	0.525000	78.412933349609375
0.200000	1.000000	0.550000	78.140983581542969
0.300000	0.000000	0.325000	79.392036437988281
0.300000	0.100000	0.350000	78.361557006835938
0.300000	0.200000	0.375000	78.027580261230469
0.300000	0.300000	0.400000	79.405937194824219
0.300000	0.400000	0.425000	78.457611083984375
0.300000	0.500000	0.450000	78.203742980957031
0.300000	0.600000	0.475000	78.888511657714844
0.300000	0.700000	0.500000	78.609832763671875
0.300000	0.800000	0.525000	78.399200439453125
0.300000	0.900000	0.550000	77.368461608886719
0.300000	1.000000	0.575000	78.904365539550781
0.400000	0.000000	0.350000	78.349967956542969
0.400000	0.100000	0.375000	77.935066223144531
0.400000	0.200000	0.400000	79.083503723144531
0.400000	0.300000	0.425000	78.454124450683594
0.400000	0.400000	0.450000	78.178703308105469
0.400000	0.500000	0.475000	78.346107482910156
0.400000	0.600000	0.500000	78.605552673339844
0.400000	0.700000	0.525000	78.379981994628906
0.400000	0.800000	0.550000	77.144371032714844
0.400000	0.900000	0.575000	78.881599426269531
0.400000	1.000000	0.600000	78.505371093750000
0.500000	0.000000	0.375000	77.956550598144531
0.500000	0.100000	0.400000	78.753257751464844
0.500000	0.200000	0.425000	78.459129333496094
0.500000	0.300000	0.450000	78.142295837402344
0.500000	0.400000	0.475000	77.981521606445312
0.500000	0.500000	0.500000	78.584815979003906
0.500000	0.600000	0.525000	78.304649353027344
0.500000	0.700000	0.550000	76.606178283691406
0.500000	0.800000	0.575000	78.900070190429688
0.500000	0.900000	0.600000	78.635765075683594
0.500000	1.000000	0.625000	75.913429260253906
0.600000	0.000000	0.400000	78.375946044921875
0.600000	0.100000	0.425000	78.456794738769531
0.600000	0.200000	0.450000	78.088676452636719
0.600000	0.300000	0.475000	77.712966918945312
0.600000	0.400000	0.500000	78.603195190429688
0.600000	0.500000	0.525000	78.330482482910156
0.600000	0.600000	0.550000	76.042625427246094
0.600000	0.700000	0.575000	78.883247375488281
0.600000	0.800000	0.600000	78.442489624023438
0.600000	0.900000	0.625000	75.604614257812500
0.600000	1.000000	0.650000	79.503761291503906
0.700000	0.000000	0.425000	78.449066162109375
0.700000	0.100000	0.450000	78.069526672363281
0.700000	0.200000	0.475000	77.364723205566406
0.700000	0.300000	0.500000	78.598396301269531
0.700000	0.400000	0.525000	78.358222961425781
0.700000	0.500000	0.550000	76.014747619628906
0.700000	0.600000	0.575000	78.876197814941406
0.700000	0.700000	0.600000	78.379501342773438
0.700000	0.800000	0.625000	75.209609985351562
0.700000	0.900000	0.650000	79.446014404296875
0.700000	1.000000	0.675000	78.736122131347656
0.800000	0.000000	0.450000	78.145568847656250
0.800000	0.100000	0.475000	77.050918579101562
0.800000	0.200000	0.500000	78.597389221191406
0.800000	0.300000	0.525000	78.276390075683594
0.800000	0.400000	0.550000	75.285331726074219
0.800000	0.500000	0.575000	78.867073059082031
0.800000	0.600000	0.600000	78.415061950683594
0.800000	0.700000	0.625000	74.888481140136719
0.800000	0.800000	0.650000	79.479095458984375
0.800000	0.900000	0.675000	78.759513854980469
0.800000	1.000000	0.700000	77.456352233886719
0.900000	0.000000	0.475000	76.685325622558594
0.900000	0.100000	0.500000	78.585372924804688
0.900000	0.200000	0.525000	78.283218383789062
0.900000	0.300000	0.550000	74.904190063476562
0.900000	0.400000	0.575000	78.859169006347656
0.900000	0.500000	0.600000	78.338310241699219
0.900000	0.600000	0.625000	74.259635925292969
0.900000	0.700000	0.650000	79.350761413574219
0.900000	0.800000	0.675000	78.779190063476562
0.900000	0.900000	0.700000	77.326774597167969
0.900000	1.000000	0.725000	79.727043151855469
1.000000	0.000000	0.500000	78.588371276855469
1.000000	0.100000	0.525000	78.250816345214844
1.000000	0.200000	0.550000	74.509025573730469
1.000000	0.300000	0.575000	78.849525451660156
1.000000	0.400000	0.600000	78.434829711914062
1.000000	0.500000	0.625000	74.141731262207031
1.000000	0.600000	0.650000	79.313217163085938
1.000000	0.700000	0.675000	78.796180725097656
1.000000	0.800000	0.700000	77.210342407226562
1.000000	0.900000	0.725000	79.422889709472656
1.000000	1.000000	0.750000	79.004966735839844
scale = 4
0.000000	0.000000	0.250000	79.569946289062500
0.000000	0.100000	0.275000	78.130928039550781
0.000000	0.200000	0.300000	78.070518493652344
0.000000	0.300000	0.325000	78.276977539062500
0.000000	0.400000	0.350000	77.367340087890625
0.000000	0.500000	0.375000	78.682029724121094
0.000000	0.600000	0.400000	77.859947204589844
0.000000	0.700000	0.425000	79.669952392578125
0.000000	0.800000	0.450000	78.194343566894531
0.000000	0.900000	0.475000	79.297546386718750
0.000000	1.000000	0.500000	78.365722656250000
0.100000	0.000000	0.275000	78.129341125488281
0.100000	0.100000	0.300000	77.741226196289062
0.100000	0.200000	0.325000	78.276603698730469
0.100000	0.300000	0.350000	77.218009948730469
0.100000	0.400000	0.375000	78.660949707031250
0.100000	0.500000	0.400000	77.830329895019531
0.100000	0.600000	0.425000	79.594017028808594
0.100000	0.700000	0.450000	78.194618225097656
0.100000	0.800000	0.475000	79.051750183105469
0.100000	0.900000	0.500000	78.372337341308594
0.100000	1.000000	0.525000	77.372932434082031
0.200000	0.000000	0.300000	77.312637329101562
0.200000	0.100000	0.325000	78.280174255371094
0.200000	0.200000	0.350000	77.022605895996094
0.200000	0.300000	0.375000	78.655372619628906
0.200000	0.400000	0.400000	77.756065368652344
0.200000	0.500000	0.425000	79.480812072753906
0.200000	0.600000	0.450000	78.195426940917969
0.200000	0.700000	0.475000	78.591896057128906
0.200000	0.800000	0.500000	78.366943359375000
0.200000	0.900000	0.525000	77.042976379394531
0.200000	1.000000	0.550000	78.817413330078125
0.300000	0.000000	0.325000	78.226814270019531
0.300000	0.100000	0.350000	76.866714477539062
0.300000	0.200000	0.375000	78.624732971191406
0.300000	0.300000	0.400000	77.718170166015625
0.300000	0.400000	0.425000	79.349685668945312
0.300000	0.500000	0.450000	78.185096740722656
0.300000	0.600000	0.475000	78.339683532714844
0.300000	0.700000	0.500000	78.365394592285156
0.300000	0.800000	0.525000	76.922691345214844
0.300000	0.900000	0.550000	78.798103332519531
0.300000	1.000000	0.575000	78.061180114746094
0.400000	0.000000	0.350000	76.545585632324219
0.400000	0.100000	0.375000	78.618804931640625
0.400000	0.200000	0.400000	77.673118591308594
0.400000	0.300000	0.425000	79.243034362792969
0.400000	0.400000	0.450000	78.215820312500000
0.400000	0.500000	0.475000	77.959205627441406
0.400000	0.600000	0.500000	78.360404968261719
0.400000	0.700000	0.525000	76.548248291015625
0.400000	0.800000	0.550000	78.776931762695312
0.400000	0.900000	0.575000	77.924674987792969
0.400000	1.000000	0.600000	79.493179321289062
0.500000	0.000000	0.375000	78.602226257324219
0.500000	0.100000	0.400000	77.591636657714844
0.500000	0.200000	0.425000	79.152770996093750
0.500000	0.300000	0.450000	78.187736511230469
0.500000	0.400000	0.475000	77.636054992675781
0.500000	0.500000	0.500000	78.360870361328125
0.500000	0.600000	0.525000	76.379829406738281
0.500000	0.700000	0.550000	78.752372741699219
0.500000	0.800000	0.575000	78.026695251464844
0.500000	0.900000	0.600000	79.293617248535156
0.500000	1.000000	0.625000	78.489616394042969
0.600000	0.000000	0.400000	77.653984069824219
0.600000	0.100000	0.425000	79.005844116210938
0.600000	0.200000	0.450000	78.112358093261719
0.600000	0.300000	0.475000	77.418258666992188
0.600000	0.400000	0.500000	78.359626770019531
0.600000	0.500000	0.525000	76.005851745605469
0.600000	0.600000	0.550000	78.735939025878906
0.600000	0.700000	0.575000	77.996498107910156
0.600000	0.800000	0.600000	79.109275817871094
0.600000	0.900000	0.625000	78.473487854003906
0.600000	1.000000	0.650000	75.896507263183594
0.700000	0.000000	0.425000	78.999732971191406
0.700000	0.100000	0.450000	78.162925720214844
0.700000	0.200000	0.475000	77.090065002441406
0.700000	0.300000	0.500000	78.369453430175781
0.700000	0.400000	0.525000	75.840095520019531
0.700000	0.500000	0.550000	78.705780029296875
0.700000	0.600000	0.575000	77.930755615234375
0.700000	0.700000	0.600000	78.878242492675781
0.700000	0.800000	0.625000	78.511466979980469
0.700000	0.900000	0.650000	75.682876586914062
0.700000	1.000000	0.675000	78.781730651855469
0.800000	0.000000	0.450000	78.110481262207031
0.800000	0.100000	0.475000	76.694519042968750
0.800000	0.200000	0.500000	78.353950500488281
0.800000	0.300000	0.525000	75.738227844238281
0.800000	0.400000	0.550000	78.672508239746094
0.800000	0.500000	0.575000	77.895805358886719
0.800000	0.600000	0.600000	78.667053222656250
0.800000	0.700000	0.625000	78.484199523925781
0.800000	0.800000	0.650000	75.518493652343750
0.800000	0.900000	0.675000	78.766456604003906
0.800000	1.000000	0.700000	77.961692810058594
0.900000	0.000000	0.475000	76.300216674804688
0.900000	0.100000	0.500000	78.359138488769531
0.900000	0.200000	0.525000	75.578987121582031
0.900000	0.300000	0.550000	78.665618896484375
0.900000	0.400000	0.575000	77.668182373046875
0.900000	0.500000	0.600000	78.417694091796875
0.900000	0.600000	0.625000	78.472061157226562
0.900000	0.700000	0.650000	74.906517028808594
0.900000	0.800000	0.675000	78.748527526855469
0.900000	0.900000	0.700000	78.006431579589844
0.900000	1.000000	0.725000	78.959648132324219
1.000000	0.000000	0.500000	78.342704772949219
1.000000	0.100000	0.525000	75.108192443847656
1.000000	0.200000	0.550000	78.646179199218750
1.000000	0.300000	0.575000	77.651161193847656
1.000000	0.400000	0.600000	78.296180725097656
1.000000	0.500000	0.625000	78.469001770019531
1.000000	0.600000	0.650000	74.519744873046875
1.000000	0.700000	0.675000	78.739006042480469
1.000000	0.800000	0.700000	77.502876281738281
1.000000	0.900000	0.725000	78.897682189941406
1.000000	1.000000	0.750000	78.762504577636719
scale = 5
0.000000	0.000000	0.250000	79.121994018554688
0.000000	0.100000	0.275000	77.968078613281250
0.000000	0.200000	0.300000	79.315704345703125
0.000000	0.300000	0.325000	77.651069641113281
0.000000	0.400000	0.350000	78.600959777832031
0.000000	0.500000	0.375000	77.517829895019531
0.000000	0.600000	0.400000	78.320907592773438
0.000000	0.700000	0.425000	78.061874389648438
0.000000	0.800000	0.450000	78.208503723144531
0.000000	0.900000	0.475000	78.939979553222656
0.000000	1.000000	0.500000	78.217475891113281
0.100000	0.000000	0.275000	78.002273559570312
0.100000	0.100000	0.300000	79.212097167968750
0.100000	0.200000	0.325000	77.588104248046875
0.100000	0.300000	0.350000	78.593620300292969
0.100000	0.400000	0.375000	77.307281494140625
0.100000	0.500000	0.400000	78.311508178710938
0.100000	0.600000	0.425000	77.749633789062500
0.100000	0.700000	0.450000	78.205986022949219
0.100000	0.800000	0.475000	78.661445617675781
0.100000	0.900000	0.500000	78.215393066406250
0.100000	1.000000	0.525000	79.268226623535156
0.200000	0.000000	0.300000	79.173240661621094
0.200000	0.100000	0.325000	77.488372802734375
0.200000	0.200000	0.350000	78.562751770019531
0.200000	0.300000	0.375000	77.007942199707031
0.200000	0.400000	0.400000	78.303840637207031
0.200000	0.500000	0.425000	77.403144836425781
0.200000	0.600000	0.450000	78.214851379394531
0.200000	0.700000	0.475000	78.332519531250000
0.200000	0.800000	0.500000	78.211814880371094
0.200000	0.900000	0.525000	79.008049011230469
0.200000	1.000000	0.550000	78.194557189941406
0.300000	0.000000	0.325000	77.487373352050781
0.300000	0.100000	0.350000	78.549385070800781
0.300000	0.200000	0.375000	76.892448425292969
0.300000	0.300000	0.400000	78.298088073730469
0.300000	0.400000	0.425000	77.191642761230469
0.300000	0.500000	0.450000	78.204078674316406
0.300000	0.600000	0.475000	78.164260864257812
0.300000	0.700000	0.500000	78.192070007324219
0.300000	0.800000	0.525000	78.787963867187500
0.300000	0.900000	0.550000	78.151664733886719
0.300000	1.000000	0.575000	79.084121704101562
0.400000	0.000000	0.350000	78.554130554199219
0.400000	0.100000	0.375000	76.704872131347656
0.400000	0.200000	0.400000	78.296470642089844
0.400000	0.300000	0.425000	76.848533630371094
0.400000	0.400000	0.450000	78.206954956054688
0.400000	0.500000	0.475000	77.694145202636719
0.400000	0.600000	0.500000	78.201118469238281
0.400000	0.700000	0.525000	78.654914855957031
0.400000	0.800000	0.550000	78.166023254394531
0.400000	0.900000	0.575000	79.048896789550781
0.400000	1.000000	0.600000	78.166496276855469
0.500000	0.000000	0.375000	76.459671020507812
0.500000	0.100000	0.400000	78.288543701171875
0.500000	0.200000	0.425000	76.562179565429688
0.500000	0.300000	0.450000	78.205375671386719
0.500000	0.400000	0.475000	77.471488952636719
0.500000	0.500000	0.500000	78.187477111816406
0.500000	0.600000	0.525000	78.439201354980469
0.500000	0.700000	0.550000	78.135208129882812
0.500000	0.800000	0.575000	78.802795410156250
0.500000	0.900000	0.600000	78.122276306152344
0.500000	1.000000	0.625000	79.101493835449219
0.600000	0.000000	0.400000	78.266456604003906
0.600000	0.100000	0.425000	76.337104797363281
0.600000	0.200000	0.450000	78.205520629882812
0.600000	0.300000	0.475000	77.123542785644531
0.600000	0.400000	0.500000	78.186744689941406
0.600000	0.500000	0.525000	78.223823547363281
0.600000	0.600000	0.550000	78.154052734375000
0.600000	0.700000	0.575000	78.676254272460938
0.600000	0.800000	0.600000	78.134681701660156
0.600000	0.900000	0.625000	78.915321350097656
0.600000	1.000000	0.650000	78.165664672851562
0.700000	0.000000	0.425000	75.944709777832031
0.700000	0.100000	0.450000	78.188377380371094
0.700000	0.200000	0.475000	76.853233337402344
0.700000	0.300000	0.500000	78.181335449218750
0.700000	0.400000	0.525000	77.887626647949219
0.700000	0.500000	0.550000	78.137939453125000
0.700000	0.600000	0.575000	78.523330688476562
0.700000	0.700000	0.600000	78.073616027832031
0.700000	0.800000	0.625000	78.720283508300781
0.700000	0.900000	0.650000	78.164772033691406
0.700000	1.000000	0.675000	79.083618164062500
0.800000	0.000000	0.450000	78.141654968261719
0.800000	0.100000	0.475000	76.576026916503906
0.800000	0.200000	0.500000	78.183311462402344
0.800000	0.300000	0.525000	77.605636596679688
0.800000	0.400000	0.550000	78.108207702636719
0.800000	0.500000	0.575000	78.296180725097656
0.800000	0.600000	0.600000	78.077781677246094
0.800000	0.700000	0.625000	78.707115173339844
0.800000	0.800000	0.650000	78.126884460449219
0.800000	0.900000	0.675000	78.868362426757812
0.800000	1.000000	0.700000	78.211006164550781
0.900000	0.000000	0.475000	76.124107360839844
0.900000	0.100000	0.500000	78.179481506347656
0.900000	0.200000	0.525000	77.385002136230469
0.900000	0.300000	0.550000	78.130767822265625
0.900000	0.400000	0.575000	78.173690795898438
0.900000	0.500000	0.600000	78.091918945312500
0.900000	0.600000	0.625000	78.528686523437500
0.900000	0.700000	0.650000	78.198554992675781
0.900000	0.800000	0.675000	78.661674499511719
0.900000	0.900000	0.700000	78.162803649902344
0.900000	1.000000	0.725000	78.873252868652344
1.000000	0.000000	0.500000	78.170005798339844
1.000000	0.100000	0.525000	77.207290649414062
1.000000	0.200000	0.550000	78.142959594726562
1.000000	0.300000	0.575000	77.854438781738281
1.000000	0.400000	0.600000	77.999748229980469
1.000000	0.500000	0.625000	78.331535339355469
1.000000	0.600000	0.650000	78.085006713867188
1.000000	0.700000	0.675000	78.667861938476562
1.000000	0.800000	0.700000	78.155143737792969
1.000000	0.900000	0.725000	78.736091613769531
